cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","3/31/2015","5/17/2015","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","5","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.accessnationalbank.com","226","1068618","44926","33602","136331","0","838034","13331","0","6889","500","1682","40256","1068618","974626","794071","503131","794071","56.7782078845832","20529","0","150000","0","10026","93992","93992","0","5850","27448","60694","0","6784","615","2907","1007967","304394","1060473.5","1060473.5","870208","1048338","15448","15448","0","0","212550","15364","150000","57151","295233","92254","10915","295233","134902"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2015","5/17/2015","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","1","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","11/1/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://WWW.ACCESSBANKTX.COM","31","154361","2645","1478","19641","8963","117917","1536","0","636","456","0","4103","154361","137915","137787","121476","137787","79.3615323224262","0","0","0","0","128","16446","16446","0","3311","20181","-7046","0","1191","1191","374","147999","57955","146959","146959","113071","143885","2169","2169","0","0","14786","839","0","171","15197","16405","1413","15643","171"
"14936","11454","730446","1205950","Ackley State Bank","Ackley","IA","50601","3/31/2015","5/17/2015","SM","650 Main Street","GNB BANCORPORATION","6","0","0","2","1","Hardin","","","1/1/1934","12/18/1934","11/3/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.ackleystatebank.com","40","148408","7839","2814","33131","0","95955","1069","0","1579","28","2634","7242","148408","129999","115551","94849","115551","83.3777308816661","263","0","12557","0","1628","18409","18409","0","300","7625","10484","0","0","0","851","131900","36580","150575.5","150575.5","104564","150553","2959","2959","0","0","8121","372","12557","810","20641","16191","1069","20641","3191"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2015","5/17/2015","NM","16 Lincoln Square","ACNB CORPORATION","20","0","0","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","2/7/2011","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.acnb.com","266","1096133","27445","15106","186018","0","801740","15065","0","16605","1854","0","62471","1096133","1002502","880884","841660","880884","93.2863132864721","34746","0","77500","0","9372","93631","93631","0","4798","5455","83378","0","7702","0","3020","1002864","507811","1086458.5","1086458.5","740743","1079308","38204","32516","0","5688","93061","4996","77500","1595","182649","96297","9342","182649","0"
"18489","12279","463650","1055623","Adams Bank & Trust","Ogallala","NE","69153","3/31/2015","5/17/2015","SM","315 North Spruce Street","ADBANC, INC.","18","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.abtbank.com","155","638907","21827","11614","55037","0","531708","7344","0","14085","1373","0","14877","638907","565966","536545","429512","536545","81.5184874732234","5894","0","20000","0","3527","72941","72941","0","3000","37000","32941","0","347","0","4642","598359","91627","651479.5","651479.5","566952","646225","1322","1322","0","0","27509","249","20000","1143","108616","72941","7090","108616","0"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","3/31/2015","5/17/2015","SB","2 Center Street","","7","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","2/25/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","www.adamscommunity.com","88","397259","10413","2967","23921","389","333715","2782","0","5969","814","2641","19397","397259","348471","320452","296682","320452","91.5462502145186","0","0","22015","0","6004","48788","48788","0","0","0","48788","0","3384","0","933","360992","206561","396037","396037","258007","391997","11708","8949","0","2759","26931","2145","22015","0","33200","46799","3234","33200","0"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2015","5/17/2015","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.adamscountybank.net","14","156843","7997","7286","56398","135","85366","953","0","1131","0","0","5816","156843","145443","109429","87915","109429","86.5467533891183","0","0","35039","0","975","11400","11400","0","400","1700","9300","0","311","0","1187","149185","56200","162603","162603","99920","160143","2371","1541","0","830","6851","358","34513","0","33064","11972","953","33064","0"
"32304","8120","312570","0","Adams County Building and Loan Company","West Union","OH","45693","3/31/2015","5/17/2015","SA","201 West Main Street","","2","0","0","8","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","","5","24395","4828","4144","6378","0","12276","200","0","90","174","0","649","24395","20110","20060","20060","20060","100","0","0","0","0","50","4285","4285","0","0","0","4285","0","589","0","108","22798","13801","24405","24405","11257","24244","0","0","0","0","0","0","0","0","0","4117","141","0","0"
"58697","18056","3603765","4564724","Adams Dairy Bank","Blue Springs","MO","64014","3/31/2015","5/17/2015","NM","651 Ne Coronado Drive","ADAMS DAIRY BANCSHARES, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","3/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.AdamsDairyBank.com","11","97613","13682","11770","16770","0","63531","948","0","199","581","0","2850","97613","88195","80181","62268","80181","61.6853652455747","0","0","7934","0","80","9418","9418","0","4000","4500","918","0","596","0","283","92071","46892","95924.5","95924.5","59044","95846","1640","1085","0","555","11255","2134","7934","2932","5526","9350","740","5526","0"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","3/31/2015","5/17/2015","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","www.adamsstate.com","8","48611","6151","4776","12325","0","28560","211","0","869","0","0","706","48611","39724","35599","28695","35599","90.8618753509265","0","0","4100","0","25","8887","8887","0","100","3000","5787","0","49","0","365","45661","21602","48209.5","48209.5","32323","49555","0","0","0","0","1659","1639","4100","0","5107","9158","289","5107","0"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2015","5/17/2015","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.adirondackbank.com","159","704723","21960","0","233286","2706","417637","3330","0","6080","502","2741","19811","704723","650539","592537","439719","592537","70.3962778704072","24343","0","27484","0","6175","54184","54184","0","3792","19915","30477","0","5836","0","2701","653629","276141","690256.5","690256.5","364027","685642","12410","12410","0","0","72016","13234","27484","1546","67789","49981","0","67789","0"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","3/31/2015","5/17/2015","SA","579 Boylston Street","","3","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","6/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.admiralsbank.com","171","450504","60985","59802","0","0","363325","2397","0","12439","0","2013","11742","450504","397172","391171","388203","391171","90.7039360745524","0","0","0","0","6001","53332","53332","0","250","46278","6804","0","7469","1737","1418","423127","210002","450987.5","450987.5","369152","447316","0","0","0","0","17985","0","0","457","9702","52449","2673","9702","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","3/31/2015","5/17/2015","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","www.adrianbank.com","28","140766","15177","4078","35247","0","88268","1038","0","804","0","0","1270","140766","127182","126851","104785","126851","88.1188731653346","0","0","0","0","331","13584","13584","0","100","600","12884","0","658","0","898","127593","48634","137284.5","137284.5","93303","139765","0","0","0","0","2271","536","0","0","7543","13149","1038","7543","0"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","3/31/2015","5/17/2015","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","www.adrianstatebank.com","10","44649","5706","5189","12122","2082","24127","238","0","120","0","0","492","44649","40719","38940","31364","38940","88.5923949299533","0","0","1676","0","103","3930","3930","0","120","3130","680","0","243","0","313","43520","8822","45876.5","45876.5","27904","44828","0","0","0","0","350","1897","0","0","1030","3719","238","1030","0"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","3/31/2015","5/17/2015","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.advantagebank.biz","29","56998","1240","0","15620","1002","36838","419","0","1551","256","0","491","56998","49662","49600","37417","49600","82.737627255317","0","0","0","0","62","7336","7336","0","337","338","6661","0","610","0","237","53460","22217","57454.5","57454.5","46571","57829","0","0","0","0","610","15","0","0","8285","7112","419","8285","0"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80537","3/31/2015","5/17/2015","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","http://www.advantagebanks.com","43","266293","33060","25608","18838","0","199988","407","0","3565","6291","1064","3487","266293","252510","243316","203124","243316","90.3828217128159","0","0","8000","0","1194","13783","13783","0","1900","9604","2279","0","2616","2359","644","244434","26017","264107.5","264107.5","203914","261346","0","0","0","0","21127","5631","8000","0","30113","12683","407","30113","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","3/31/2015","5/17/2015","NM","101 West Center Street","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","www.advantagecommunity.com","28","131741","16087","13907","16018","275","94184","1134","0","1683","0","922","2572","131741","117024","112052","97094","112052","91.6684505333761","0","0","4161","0","811","14717","14717","0","90","6986","7641","0","6","0","382","124384","9099","135414.5","135414.5","99280","133626","1494","1494","0","0","4193","3452","4161","274","17672","14415","1134","17672","0"
"34885","14544","965789","0","Affiliated Bank","Bedford","TX","76021","3/31/2015","5/17/2015","SA","500 Harwood Rd.","","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.affiliatedbank.com","168","495919","22247","20167","2932","5923","446195","5584","0","8774","210","1876","7762","495919","445158","369324","333649","369324","78.3647186147186","0","0","72000","0","3834","50761","50761","0","3","27564","23194","0","3972","0","1794","475217","174310","498177","498177","432554","478699","0","0","0","0","110755","1513","72000","10954","110027","50761","5409","110027","36916"
"57264","0","3118447","3118456","Affinity Bank","Atlanta","GA","30328","3/31/2015","5/17/2015","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","http://www.myaffinitybank.com","24","259919","17863","14287","14808","15211","189543","2765","0","438","14121","0","7935","259919","247298","218931","174022","218931","89.7497014850833","5925","0","22000","0","442","12621","12621","0","5961","29952","-23292","0","2783","0","418","233849","107342","255233.5","255233.5","231018","253881","5607","5607","0","0","8387","1346","22000","0","12655","12912","2765","12655","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","3/31/2015","5/17/2015","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","","11","19046","2977","0","14884","0","0","0","0","0","0","0","1185","19046","3372","500","500","500","50","0","0","0","0","2872","15674","15674","0","0","25186","-9512","0","0","0","2","14884","11311","18935","18935","3948","18851","0","0","0","0","500","0","0","0","0","15666","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","3/31/2015","5/17/2015","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","12","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.aimbankonline.com","157","809350","78721","66959","147493","0","550327","7747","0","15483","17","8591","8718","809350","738691","733521","479045","733521","65.8010315670416","2517","0","0","0","2653","70659","70659","0","979","46121","23559","0","440","371","2530","764779","217695","700297.5","700297.5","600123","731016","3798","1725","0","2073","63148","2000","0","1956","90358","63698","7504","90358","18102"
